epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,182.411,0.69124,0.36582,0.91384,0.99913,1,0.995,0.88448,0.54789,0.29252,0.88321,0.000553027,0.000553027,0.000553027
137,183.657,0.71603,0.36966,0.93285,0.9994,0.99983,0.995,0.89428,0.52402,0.28822,0.87653,0.000544776,0.000544776,0.000544776
138,184.943,0.68007,0.35624,0.89726,0.99952,1,0.995,0.89676,0.53056,0.2895,0.87733,0.000536524,0.000536524,0.000536524
139,186.235,0.69382,0.36064,0.89899,0.99948,1,0.995,0.8941,0.54477,0.29261,0.88249,0.000528272,0.000528272,0.000528272
140,187.488,0.63486,0.33315,0.88841,0.99938,1,0.995,0.89233,0.51858,0.28415,0.87165,0.000520021,0.000520021,0.000520021
141,188.713,0.65786,0.34664,0.89217,0.99922,1,0.995,0.90048,0.49272,0.27555,0.86271,0.000511769,0.000511769,0.000511769
142,190.038,0.62248,0.34536,0.90319,0.99895,1,0.995,0.89694,0.50372,0.27791,0.86693,0.000503517,0.000503517,0.000503517
143,191.321,0.64864,0.3467,0.89524,0.99893,1,0.995,0.90119,0.50547,0.28381,0.86742,0.000495266,0.000495266,0.000495266
144,192.64,0.61528,0.33434,0.88539,0.99914,1,0.995,0.90029,0.51347,0.27487,0.87286,0.000487014,0.000487014,0.000487014
145,193.855,0.64519,0.35107,0.92163,0.99904,1,0.995,0.89233,0.52936,0.28029,0.87558,0.000478762,0.000478762,0.000478762
146,195.087,0.63846,0.33817,0.89015,0.99893,1,0.995,0.88979,0.54654,0.27897,0.87614,0.000470511,0.000470511,0.000470511
147,196.309,0.65212,0.33888,0.88338,0.99901,1,0.995,0.89649,0.53003,0.27639,0.86699,0.000462259,0.000462259,0.000462259
148,197.539,0.64827,0.35046,0.90704,0.99907,1,0.995,0.90205,0.49249,0.26887,0.86464,0.000454007,0.000454007,0.000454007
149,198.844,0.62951,0.33951,0.87347,0.99927,1,0.995,0.89807,0.49427,0.26882,0.86888,0.000445756,0.000445756,0.000445756
150,200.077,0.63585,0.34267,0.88253,0.99934,1,0.995,0.90384,0.48914,0.26877,0.86306,0.000437504,0.000437504,0.000437504
151,201.338,0.63006,0.33913,0.9079,0.99929,1,0.995,0.89532,0.51063,0.27429,0.86919,0.000429253,0.000429253,0.000429253
152,202.579,0.6248,0.33907,0.89098,0.99936,1,0.995,0.88973,0.53012,0.27956,0.87962,0.000421001,0.000421001,0.000421001
153,203.816,0.61936,0.32999,0.88571,0.99937,1,0.995,0.89345,0.53351,0.27864,0.88146,0.000412749,0.000412749,0.000412749
154,205.058,0.61913,0.33805,0.91099,0.99936,1,0.995,0.89008,0.5239,0.27842,0.87734,0.000404498,0.000404498,0.000404498
155,206.294,0.62171,0.32981,0.88849,0.99933,1,0.995,0.88632,0.52907,0.27669,0.88038,0.000396246,0.000396246,0.000396246
156,207.554,0.6333,0.34177,0.89296,0.99941,1,0.995,0.89485,0.51176,0.2763,0.87031,0.000387994,0.000387994,0.000387994
157,208.795,0.62558,0.33769,0.87926,0.99928,1,0.995,0.90283,0.4859,0.27402,0.86068,0.000379743,0.000379743,0.000379743
158,210.098,0.64018,0.34855,0.89931,0.99909,1,0.995,0.9068,0.49007,0.27158,0.8592,0.000371491,0.000371491,0.000371491
159,211.406,0.6023,0.33708,0.89146,0.99918,1,0.995,0.91042,0.48065,0.2671,0.85903,0.000363239,0.000363239,0.000363239
160,212.715,0.59274,0.33074,0.88507,0.99949,1,0.995,0.91269,0.45959,0.26309,0.85066,0.000354988,0.000354988,0.000354988
161,214.019,0.59762,0.32805,0.87335,0.99951,1,0.995,0.91046,0.45465,0.26569,0.84758,0.000346736,0.000346736,0.000346736
162,215.297,0.6142,0.33201,0.88081,0.99946,1,0.995,0.91087,0.46013,0.26956,0.84922,0.000338484,0.000338484,0.000338484
163,216.559,0.60604,0.33128,0.88621,0.99945,1,0.995,0.91069,0.45786,0.26521,0.84954,0.000330233,0.000330233,0.000330233
164,217.881,0.60668,0.32284,0.88251,0.9995,1,0.995,0.91403,0.45753,0.25556,0.85248,0.000321981,0.000321981,0.000321981
165,219.185,0.58028,0.32517,0.87761,0.9995,1,0.995,0.91801,0.44786,0.25576,0.84706,0.000313729,0.000313729,0.000313729
166,220.489,0.58377,0.33077,0.88113,0.99951,1,0.995,0.92016,0.43411,0.25481,0.84395,0.000305478,0.000305478,0.000305478
167,221.817,0.5824,0.32769,0.88284,0.99951,1,0.995,0.92157,0.42922,0.2523,0.84265,0.000297226,0.000297226,0.000297226
168,223.122,0.59593,0.32189,0.87161,0.99944,1,0.995,0.91925,0.43828,0.25359,0.84576,0.000288974,0.000288974,0.000288974
169,224.362,0.60187,0.34109,0.90876,0.99952,1,0.995,0.92228,0.42147,0.25278,0.84062,0.000280723,0.000280723,0.000280723
170,225.642,0.59477,0.32826,0.88358,0.99952,1,0.995,0.91737,0.44256,0.25939,0.85086,0.000272471,0.000272471,0.000272471
171,226.878,0.56394,0.30922,0.87198,0.99951,1,0.995,0.91951,0.43738,0.25609,0.84997,0.00026422,0.00026422,0.00026422
172,228.188,0.5977,0.32529,0.90052,0.99952,1,0.995,0.91622,0.43427,0.25072,0.84152,0.000255968,0.000255968,0.000255968
173,229.449,0.58536,0.3219,0.8797,0.99954,1,0.995,0.91649,0.42576,0.24869,0.84055,0.000247716,0.000247716,0.000247716
174,230.707,0.55744,0.30599,0.87185,0.99953,1,0.995,0.92119,0.41293,0.24599,0.83966,0.000239465,0.000239465,0.000239465
175,231.942,0.58514,0.32394,0.88108,0.99952,1,0.995,0.92213,0.41524,0.24623,0.84086,0.000231213,0.000231213,0.000231213
176,233.193,0.54289,0.30466,0.87222,0.99917,1,0.995,0.92223,0.42248,0.24509,0.84093,0.000222961,0.000222961,0.000222961
177,234.424,0.54937,0.30888,0.8607,0.99866,1,0.995,0.91984,0.42085,0.24342,0.83913,0.00021471,0.00021471,0.00021471
178,235.665,0.54262,0.31652,0.88907,0.99891,1,0.995,0.92573,0.41254,0.24254,0.83757,0.000206458,0.000206458,0.000206458
179,236.94,0.56243,0.3158,0.86309,0.99948,1,0.995,0.92348,0.40728,0.24431,0.83655,0.000198206,0.000198206,0.000198206
180,238.207,0.53503,0.30913,0.87933,0.9995,1,0.995,0.92643,0.39749,0.23735,0.83398,0.000189955,0.000189955,0.000189955
181,239.535,0.56531,0.31757,0.87382,0.99945,1,0.995,0.92542,0.40093,0.23937,0.83443,0.000181703,0.000181703,0.000181703
182,240.792,0.56537,0.30767,0.86552,0.99945,1,0.995,0.92668,0.3982,0.23917,0.8319,0.000173451,0.000173451,0.000173451
183,242.074,0.52492,0.29382,0.84932,0.99945,1,0.995,0.93053,0.38922,0.23851,0.8291,0.0001652,0.0001652,0.0001652
184,243.359,0.52751,0.29385,0.86846,0.99955,1,0.995,0.93199,0.38068,0.23632,0.8299,0.000156948,0.000156948,0.000156948
185,244.644,0.53979,0.30237,0.86004,0.99961,1,0.995,0.93387,0.37351,0.23571,0.82909,0.000148696,0.000148696,0.000148696
